True,sitting,sitting_phone_talking,standing_free,standing_phone_talking,walking_cart,walking_fast,walking_phone,walking_phone_talking,walking_slow,wandering,window_shopping
sitting,70.0,5.0,0.0,6.25,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0
sitting_phone_talking,0.0,90.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,0.0,0.0
standing_free,0.0,0.0,45.16129032258065,6.25,11.764705882352942,8.695652173913043,0.0,5.2631578947368425,4.545454545454546,14.285714285714286,3.7037037037037037
standing_phone_talking,5.0,0.0,22.580645161290324,62.5,5.882352941176471,0.0,5.0,15.789473684210526,4.545454545454546,0.0,0.0
walking_cart,0.0,5.0,3.225806451612903,12.5,52.94117647058823,17.391304347826086,5.0,15.789473684210526,18.181818181818183,0.0,0.0
walking_fast,10.0,0.0,0.0,0.0,5.882352941176471,30.434782608695652,10.0,0.0,9.090909090909092,0.0,0.0
walking_phone,0.0,0.0,3.225806451612903,0.0,0.0,8.695652173913043,55.0,15.789473684210526,4.545454545454546,0.0,0.0
walking_phone_talking,5.0,0.0,3.225806451612903,6.25,5.882352941176471,13.043478260869565,10.0,31.57894736842105,13.636363636363637,4.761904761904762,0.0
walking_slow,5.0,0.0,16.129032258064516,0.0,17.647058823529413,4.3478260869565215,5.0,0.0,27.272727272727273,4.761904761904762,0.0
wandering,5.0,0.0,6.451612903225806,6.25,0.0,13.043478260869565,10.0,10.526315789473685,18.181818181818183,71.42857142857143,0.0
window_shopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,96.29629629629629
