True,sitting,sitting_phone_talking,standing_free,standing_phone_talking,walking_cart,walking_fast,walking_phone,walking_phone_talking,walking_slow,wandering,window_shopping
sitting,71.42857142857143,0.0,9.090909090909092,2.380952380952381,4.878048780487805,2.9411764705882355,2.127659574468085,0.0,2.5641025641025643,6.25,0.0
sitting_phone_talking,0.0,97.14285714285714,0.0,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0
standing_free,4.761904761904762,0.0,45.45454545454545,2.380952380952381,7.317073170731708,2.9411764705882355,4.25531914893617,13.333333333333334,10.256410256410257,6.25,5.555555555555555
standing_phone_talking,0.0,0.0,13.636363636363637,71.42857142857143,0.0,0.0,2.127659574468085,6.666666666666667,0.0,0.0,0.0
walking_cart,0.0,0.0,4.545454545454546,4.761904761904762,39.02439024390244,17.647058823529413,17.02127659574468,6.666666666666667,10.256410256410257,3.125,0.0
walking_fast,0.0,0.0,4.545454545454546,0.0,12.195121951219512,47.05882352941177,8.51063829787234,23.333333333333332,12.820512820512821,0.0,2.7777777777777777
walking_phone,0.0,0.0,4.545454545454546,2.380952380952381,4.878048780487805,5.882352941176471,44.680851063829785,3.3333333333333335,2.5641025641025643,3.125,0.0
walking_phone_talking,4.761904761904762,0.0,4.545454545454546,4.761904761904762,12.195121951219512,20.58823529411765,6.382978723404255,36.666666666666664,12.820512820512821,3.125,0.0
walking_slow,19.047619047619047,2.857142857142857,9.090909090909092,4.761904761904762,12.195121951219512,2.9411764705882355,10.638297872340425,0.0,30.76923076923077,9.375,2.7777777777777777
wandering,0.0,0.0,4.545454545454546,7.142857142857143,4.878048780487805,0.0,4.25531914893617,10.0,17.94871794871795,68.75,0.0
window_shopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889
