True,sitting,sitting_phone_talking,standing,standing_phone_talking,walking,walking_phone_talking
sitting,78.37837837837837,2.0408163265306123,0.0,0.0,2.6315789473684212,5.128205128205129
sitting_phone_talking,5.405405405405405,93.87755102040816,0.0,0.0,0.0,0.0
standing,2.7027027027027026,2.0408163265306123,79.54545454545455,6.0,15.789473684210526,10.256410256410257
standing_phone_talking,2.7027027027027026,0.0,6.818181818181818,88.0,13.157894736842104,5.128205128205129
walking,10.81081081081081,2.0408163265306123,11.363636363636363,4.0,57.89473684210526,20.512820512820515
walking_phone_talking,0.0,0.0,2.272727272727273,2.0,10.526315789473685,58.97435897435897
