True,sitting,sitting_phone_talking,standing,standing_phone_talking,walking,walking_phone_talking
sitting,100.0,2.0408163265306123,2.127659574468085,0.0,0.0,0.0
sitting_phone_talking,0.0,97.95918367346938,0.0,0.0,0.0,0.0
standing,0.0,0.0,76.59574468085107,7.2727272727272725,16.216216216216218,10.526315789473685
standing_phone_talking,0.0,0.0,6.382978723404255,87.27272727272727,5.405405405405405,5.2631578947368425
walking,0.0,0.0,14.893617021276595,5.454545454545454,64.86486486486487,21.05263157894737
walking_phone_talking,0.0,0.0,0.0,0.0,13.513513513513514,63.1578947368421
