True,sitting,sitting_phone_talking,standing_free,standing_phone_talking,walking_cart,walking_fast,walking_phone,walking_phone_talking,walking_slow,wandering,window_shopping
sitting,99.07834101382488,4.545454545454546,0.3674219228413962,0.0,2.1186440677966103,0.41237113402061853,0.0,0.0,0.3238341968911917,0.0,0.0
sitting_phone_talking,0.0576036866359447,95.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
standing_free,0.4608294930875576,0.0,95.22351500306185,11.475409836065573,1.694915254237288,1.2371134020618557,0.8849557522123894,2.542372881355932,1.16580310880829,4.694835680751174,15.625
standing_phone_talking,0.0,0.0,0.3061849357011635,80.32786885245902,0.423728813559322,0.0,0.0,1.694915254237288,0.19430051813471502,0.4694835680751174,0.0
walking_cart,0.2304147465437788,0.0,0.4898958971218616,1.639344262295082,75.0,0.6185567010309279,3.5398230088495577,0.847457627118644,1.8134715025906736,0.9389671361502347,0.0
walking_fast,0.0,0.0,0.3061849357011635,0.0,3.389830508474576,70.72164948453609,2.6548672566371683,14.40677966101695,7.642487046632124,4.694835680751174,0.0
walking_phone,0.0576036866359447,0.0,0.1224739742804654,0.0,0.423728813559322,1.0309278350515463,69.91150442477876,4.237288135593221,1.5544041450777202,0.9389671361502347,0.0
walking_phone_talking,0.0576036866359447,0.0,0.612369871402327,1.639344262295082,2.1186440677966103,3.5051546391752577,0.8849557522123894,55.932203389830505,0.8419689119170984,1.8779342723004695,6.25
walking_slow,0.0576036866359447,0.0,1.653398652786283,3.278688524590164,14.40677966101695,20.412371134020617,18.58407079646018,14.40677966101695,83.80829015544042,19.248826291079812,3.125
wandering,0.0,0.0,0.7348438456827924,1.639344262295082,0.423728813559322,2.0618556701030926,3.5398230088495577,5.932203389830509,2.655440414507772,67.13615023474179,0.0
window_shopping,0.0,0.0,0.1837109614206981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
