True,sitting,sitting_phone_talking,standing_free,standing_phone_talking,walking_cart,walking_fast,walking_phone,walking_phone_talking,walking_slow,wandering,window_shopping
sitting,98.44649021864211,11.764705882352942,0.922509225092251,0.0,0.0,0.0,1.0204081632653061,1.2987012987012987,0.5284791544333529,0.0,0.0
sitting_phone_talking,0.34522439585730724,76.47058823529412,0.06150061500615006,0.0,0.4484304932735426,0.0,0.0,0.0,0.058719906048150326,0.0,0.0
standing_free,0.28768699654775604,5.882352941176471,91.08241082410824,18.64406779661017,9.865470852017937,3.669724770642202,9.183673469387756,2.5974025974025974,3.69935408103347,3.1914893617021276,3.5714285714285716
standing_phone_talking,0.0,0.0,0.8610086100861009,67.79661016949153,0.0,0.45871559633027525,0.0,1.2987012987012987,0.2348796241926013,0.0,0.0
walking_cart,0.17261219792865362,5.882352941176471,0.7380073800738007,0.0,54.26008968609865,3.2110091743119265,0.0,12.987012987012987,3.5231943628890194,3.723404255319149,0.0
walking_fast,0.28768699654775604,0.0,0.984009840098401,1.694915254237288,7.623318385650224,55.96330275229358,8.16326530612245,10.38961038961039,11.685261303581914,3.1914893617021276,0.0
walking_phone,0.05753739930955121,0.0,0.43050430504305043,0.0,2.690582959641256,2.7522935779816513,64.28571428571429,10.38961038961039,1.2331180270111568,0.5319148936170213,0.0
walking_phone_talking,0.0,0.0,0.18450184501845018,5.084745762711864,3.1390134529147984,6.192660550458716,4.081632653061225,44.15584415584416,2.4662360540223136,0.0,0.0
walking_slow,0.40276179516685845,0.0,3.6285362853628538,3.389830508474576,19.282511210762333,25.458715596330276,11.224489795918368,14.285714285714286,74.80916030534351,10.106382978723405,0.0
wandering,0.0,0.0,1.1070110701107012,3.389830508474576,2.690582959641256,2.293577981651376,2.0408163265306123,2.5974025974025974,1.7615971814445097,78.72340425531915,3.5714285714285716
window_shopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5319148936170213,92.85714285714286
