True,sitting,sitting_phone_talking,standing,standing_phone_talking,walking,walking_phone,walking_phone_talking
sitting,73.33333333333333,5.555555555555555,0.0,0.0,0.0,3.7037037037037037,0.0
sitting_phone_talking,0.0,88.88888888888889,0.0,0.0,0.0,0.0,0.0
standing,6.666666666666667,0.0,45.45454545454545,3.7037037037037037,5.0,7.407407407407407,0.0
standing_phone_talking,6.666666666666667,0.0,18.181818181818183,88.88888888888889,5.0,0.0,9.523809523809524
walking,0.0,5.555555555555555,9.090909090909092,3.7037037037037037,45.0,18.51851851851852,23.80952380952381
walking_phone,13.333333333333334,0.0,18.181818181818183,0.0,5.0,62.96296296296296,9.523809523809524
walking_phone_talking,0.0,0.0,9.090909090909092,3.7037037037037037,40.0,7.407407407407407,57.142857142857146
